Unnamed: 0,job_id,job_title,country,isco_3,isco_3_label,hard_skills,tools,knowledge_domains,soft_skills,languages,education_level,education_field,digital_competences,green_competences,status
272,CY69,CONCRETE TECHNICIAN ASSISTANT,Cyprus,931,Mining and Construction Labourers,"['construction work', 'finishing work of concrete', 'site preparation', 'material transport']",[],['construction'],"['physical condition', 'teamwork']",[],,,[],[],ok
273,CY70,WORKERS IN CONCRETE CONSTRUCTION,Cyprus,931,Mining and Construction Labourers,[],[],[],[],"['Greek', 'English']",,,[],[],ok
274,CY71,FORMWORKERS B,Cyprus,931,Mining and Construction Labourers,"['Preparing molds', 'Setting up molds', 'Installing molds', 'Measuring and marking areas', 'Maintaining tools and equipment']",[],[],[],"['Greek', 'English']",,,[],[],ok
275,CY72,PLASTIC MACHINE OPERATORS (NIGHT SHIFT),Cyprus,814,"Rubber, Plastic and Paper Products Machine Operators","['Operation of plastic production machines', 'Adjustment of temperatures and pressures', 'Monitoring production parameters', 'Quality control', 'Recording production data', 'Reading indicators', 'Operating control panels', 'Basic mechanical engineering knowledge', 'Basic maintenance knowledge']",[],"['Plastic production', 'Mechanical engineering', 'Maintenance']",[],[],,,"['Managing data, information and digital content']",[],ok
276,CY73,UPHOLSTERER ASSISTANT,Cyprus,753,Garment and Related Trades Workers,"['construction of wallpapers and awnings', 'operating electric tools']",['electric tools'],['construction'],['good physical condition'],"['Greek', 'English']",,,[],[],ok
277,CY74,CAR MECHANIC,Cyprus,723,Machinery Mechanics and Repairers,"['vehicle diagnostics', 'vehicle maintenance', 'vehicle repairs', 'using diagnostic tools', 'conducting vehicle inspections', 'record keeping']",['diagnostic tools'],"['automotive technology', 'vehicle safety standards', 'quality standards']","['collaboration', 'communication', 'self motivation', 'trustworthiness', 'dependability', 'honest/open communication', 'teamwork', 'attention to detail', 'commitment to quality', 'willingness to learn']",[],,,"['Interacting through digital technologies', 'Collaborating through digital technologies', 'Managing data, information and digital content']",[],ok
278,CY75,BODY PANEL BEATER - VEHICLE STRAIGHTENER,Cyprus,723,Machinery Mechanics and Repairers,"['Disassembling vehicle body parts', 'Re-assembling vehicle body parts', 'Auto body repairs', 'Vehicle preparation for spraying']",[],['Vehicle body repair'],"['Hardworking', 'Self motivated', 'Trustworthy', 'Dependable', 'Honest/open communication', 'Interested in learning new skills', 'Team player']",[],,,[],[],ok
279,CY76,AUTOMOTIVE PAINT TECHNICIAN - VEHICLE PAINTER,Cyprus,741,Electrical Equipment Installers and Repairers,"['Disassembling vehicle body parts', 'Re-assembling vehicle body parts', 'Preparing repaired panels for spraying', 'Preparing products for spraying', 'Spraying vehicles and related parts']",[],['Vehicle body repair'],"['Hardworking', 'Self motivated', 'Trustworthy', 'Dependable', 'Attention to detail', 'Commitment to high-quality work', 'Honest/open communication', 'Interested in learning new skills', 'Team player']",[],,,[],[],ok
280,CY77,PLUMBERS,Cyprus,711,Building Frame and Related Trades Workers,"['installation of pipelines', 'repair of pipelines']",[],[],[],['English'],,,[],[],ok
281,CY78,VACANT TECHNICIAN - PLUMBER POSITION,Cyprus,311,Physical and Engineering Science Technicians,"['Maintaining factory equipment', 'Repairing hydraulic equipment', 'Preparing maintenance programs', 'Installation of new machines', 'Technical and hydraulic works', 'Fault analysis and diagnosis in hydraulic systems', 'Fault analysis and diagnosis in steam production systems', 'Welding']",[],"['Hydraulics', 'Steam production systems', 'Quality systems', 'Technical maintenance']","['Cooperation with other personnel', 'Risk avoidance for safety']",[],other,Hydraulics and/or Welding,"['Browsing, searching and filtering data, information and digital content']",[],ok
282,CY79,GENERAL BUILDER,Cyprus,711,Building Frame and Related Trades Workers,"['masonry', 'carpentry', 'roofing', 'plastering', 'tiling', 'building codes compliance', 'safety regulations compliance', 'quality standards compliance', 'site preparation', 'scaffolding setup', 'foundation laying', 'structural element construction', 'fixture installation', 'reading technical specifications', 'math skills', 'measurement skills']",[],['general construction'],"['physical fitness', 'stamina', 'attention to detail', 'commitment to high-quality finishes', 'teamwork']",[],,,[],[],ok
283,CY80,CARPENTER,Cyprus,711,Building Frame and Related Trades Workers,['Application of wooden frameworks and components of German type'],[],[],"['Ability to work in a team', 'Ability to work under pressure', 'Consistency', 'Taking responsibilities', 'Willingness to learn']",[],,,[],[],ok
284,CY81,PHOTOVOLTAIC INSTALLERS,Cyprus,711,Building Frame and Related Trades Workers,['installing photovoltaic systems'],[],['photovoltaic systems'],[],['English'],other,,[],[],ok
285,CY82,PLUMBER WORKERS,Cyprus,711,Building Frame and Related Trades Workers,[],[],[],['eagerness to work'],[],,,[],[],ok
286,CY83,ALUMINIUM TECHNICIAN / ASSISTANT ALUMINIUM TECHNICIAN,Cyprus,712,Building Finishers and Related Trades Workers,"['construction cutting', 'shaping', 'assembly of door frames', 'ability to read drawings', 'knowledge of tools']",[],[],[],[],,,[],[],ok
287,CY84,ALUMINUM TECHNICIAN/ ASSISTANT ALUMINUM TECHNICIAN,Cyprus,712,Building Finishers and Related Trades Workers,"['construction cutting', 'shaping', 'assembly of door window frames', 'aluminum constructions', 'reading drawings', 'tool usage']",[],"['construction', 'aluminum constructions']",[],[],,,[],[],ok
288,CY85,GRAPHIC DESIGNERS,Cyprus,216,"Architects, Planners, Surveyors and Designers",['graphic design'],[],[],[],[],bachelor,graphic design,[],[],ok
289,CY86,TECHNICAL ASSISTANT FURNITURE ASSEMBLY,Cyprus,711,Building Frame and Related Trades Workers,"['loading and unloading', 'basic assembly', 'furniture manufacturing', 'proficiency with hand tools', 'proficiency with power tools']","['hand tools', 'power tools']","['furniture assembly', 'furniture manufacturing']","['collaboration', 'teamwork']",[],,,[],[],ok
290,CY87,WELDING TECHNICIAN,Cyprus,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers","['metal welding', 'quality assurance', 'safety management']",[],['welding methods'],[],['English'],,,[],[],ok
291,CY88,TECHNICIAN,Cyprus,311,Physical and Engineering Science Technicians,['Repairing factory machinery'],[],[],"['Consistent', 'Teamwork']",[],,,[],[],ok
292,CY89,TECHNICAL ASSISTANT IN A MARINE VESSELS WORKSHOP,Cyprus,311,Physical and Engineering Science Technicians,"['marine engine maintenance', 'repair work', 'basic technical understanding', 'basic checks']",[],['marine engineering'],"['willingness to learn', 'organizational skills', 'responsibility', 'team collaboration']",[],none,,[],[],ok
293,CY90,WORKSHOP TECHNICIAN,Cyprus,311,Physical and Engineering Science Technicians,"['technical support', 'maintenance work', 'diagnosis of mechanical malfunctions', 'repair of mechanical malfunctions', 'welding', 'metal cutting', 'assembly of constructions', 'forklift operation']",['forklift'],"['mechanical knowledge', 'factory operations', 'construction works']",['good physical condition'],[],other,technical school,[],[],ok
294,CY91,QUALITY CONTROL OFFICER,Cyprus,243,"Sales, Marketing and Public Relations Professionals","['quality control', 'report preparation', 'call monitoring', 'compliance assessment', 'Microsoft Office']",['Microsoft Office'],"['customer on-boarding', 'relationship management', 'compliance policies']","['communication skills', 'teamwork', 'attention to detail', 'target orientation']","['Arabic', 'English']",bachelor,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Evaluating data, information and digital content']",[],ok
295,CY92,CAR PAINTER & CAR STRAIGHTENER,Cyprus,713,"Painters, Building Structure Cleaners and Related Trades Workers","['smoothing surfaces', 'painting surfaces']",[],[],"['hardworking', 'dependable', 'focused on quality results']",[],,,[],[],ok
296,CY93,TECHNICIANS,Cyprus,312,"Mining, Manufacturing and Construction Supervisors","['technical works execution', 'quality control', 'equipment management', 'safety and compliance management']",[],['construction worksites'],[],"['Greek', 'English']",,,[],[],ok
297,CY94,ASSISTANT MANAGER OF CLINICAL LABORATORY,Cyprus,321,Medical and Pharmaceutical Technicians,"['blood sampling', 'registration and use of analysis machinery']","['analysis machinery', 'GESY electronic system']","['chemistry', 'biology', 'nursing']",[],[],bachelor,chemistry or nursing or biology,"['Managing data, information and digital content', 'Interacting through digital technologies']",[],ok
298,CY95,PROFESSOR OF CHEMISTRY,Cyprus,231,University and Higher Education Teachers,"['Chemistry teaching', 'English language proficiency']",[],"['Chemistry', 'English language']",[],['English'],,Chemistry,[],[],ok
299,CY96,QC SPECIALIST,Cyprus,243,"Sales, Marketing and Public Relations Professionals","['Creation of documents', 'Procedures for control of packaging materials', 'Creation of specifications for primary and secondary packaging materials', 'Control of documents for packaging materials', 'Microsoft Office']","['Microsoft Office', 'EURES Advisor']","['Chemistry', 'Biochemistry', 'Packaging materials']","['Ability to work under pressure', 'Responsibility', 'Organization', 'Attention to detail']",['English'],bachelor,Chemistry or Biochemistry or other related field,"['Managing data, information and digital content', 'Browsing, searching and filtering data, information and digital content']",[],ok
300,CY97,VEHICLE ELECTRICIAN,Cyprus,741,Electrical Equipment Installers and Repairers,['vehicle electrician'],[],[],"['hardworking', 'reliable']",[],,,[],[],ok
301,CY98,HEAVY VEHICLE ENGINEER,Cyprus,723,Machinery Mechanics and Repairers,['Heavy vehicle mechanics'],[],[],"['Hardworking', 'Reliable']",[],,,[],[],ok
302,CY99,PLUMBER,Cyprus,711,Building Frame and Related Trades Workers,"['Installation of hydraulic systems', 'Maintenance of hydraulic systems', 'Piping', 'Water supply systems', 'Drainage systems', 'Heating systems']",[],"['Hydraulics', 'Installation of doors and windows']","['Responsibility', 'Technical knowledge', 'Experience in hydraulics']",[],,,[],[],ok
303,CY100,DOOR AND WINDOW INSTALLERS,Cyprus,711,Building Frame and Related Trades Workers,"['Installation of plastic windows', 'Installation of aluminum windows', 'Installation of doors', 'Preparation of openings', 'Assembly of windows and doors', 'Setting up doors and windows']",[],"['Building installations', 'Window and door fitting']",[],[],,,[],[],ok
304,CY101,BOAT MAINTENANCE TECHNICIANS,Cyprus,315,Ship and Aircraft Controllers and Technicians,"['cleaning and maintenance of vessels', 'renovation of vessels']",[],['vessel maintenance'],"['willingness', 'cooperativeness', 'cleanliness', 'hardworking', 'initiative taking']",[],,,[],[],ok
305,CY102,PRODUCTION SUPERVISOR,Cyprus,312,"Mining, Manufacturing and Construction Supervisors","['supervision of daily operations', 'ensuring compliance with procedures', 'ensuring compliance with protocols', 'ensuring compliance with safety regulations', 'coordination and guidance of personnel', 'quality control', 'problem-solving', 'production optimization', 'maintaining written reports', 'monitoring performance indicators']",[],"['production management', 'safety regulations', 'quality control']","['leadership', 'attention to detail', 'commitment to safety', 'collaboration']",[],,,"['Managing data, information and digital content', 'Collaborating through digital technologies']",[],ok
